"name","distinct_id","time","sampling_factor","dataset","properties.$lib_version","properties.mp_lib","properties.Version"
"Focused 10 Minutes","laura",1512200162000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1512199560000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512200161000,1,"$mixpanel","4.3.2","python",
"Completed Task","laura",1512545584000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512534151000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512546340000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512553903000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1512545228000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512534150000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512546338000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512553902000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512626260000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512628791000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512626259000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512628790000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512935298000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512935900000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512937773000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1512934688000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1512934689000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1512934690000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1512934690000,1,"$mixpanel","4.3.2","python",
"Switched Task","laura",1512934997000,1,"$mixpanel","4.3.2","python",
"Switched Task","laura",1512937171000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512934986000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512935899000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512938069000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512974939000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512982210000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1512974637000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512975234000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512982208000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1513090062000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1513090670000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1513060909000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1513060910000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1513060910000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1513089822000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1513061266000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1513091031000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1513237051000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1513237654000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1513237653000,1,"$mixpanel","4.3.2","python",
"Completed Task","laura",1513671564000,1,"$mixpanel","4.3.2","python",1.1
"Focused 10 Minutes","laura",1513672175000,1,"$mixpanel","4.3.2","python",1.1
"Focused 10 Minutes","laura",1513678803000,1,"$mixpanel","4.3.2","python",1.1
"Focused 10 Minutes","laura",1513679480000,1,"$mixpanel","4.3.2","python",1.1
"Focused 10 Minutes","laura",1513680081000,1,"$mixpanel","4.3.2","python",1.1
"New Task","laura",1513671563000,1,"$mixpanel","4.3.2","python",1.1
"New Task","laura",1513671579000,1,"$mixpanel","4.3.2","python",1.1
"New Task","laura",1513678506000,1,"$mixpanel","4.3.2","python",1.1
"Paused Task","laura",1513671517000,1,"$mixpanel","4.3.2","python",1.1
"Paused Task","laura",1513671523000,1,"$mixpanel","4.3.2","python",1.1
"Paused Task","laura",1513694240000,1,"$mixpanel","4.3.2","python",1.1
"Time Finished","laura",1513672481000,1,"$mixpanel","4.3.2","python",1.1
"Time Finished","laura",1513680092000,1,"$mixpanel","4.3.2","python",1.1
"Unpaused Task","laura",1513671523000,1,"$mixpanel","4.3.2","python",1.1
"Unpaused Task","laura",1513671585000,1,"$mixpanel","4.3.2","python",1.1
"Completed Task","laura",1511789994000,1,"$mixpanel","4.3.2","python",
"Completed Task","laura",1511790185000,1,"$mixpanel","4.3.2","python",
"Completed Task","laura",1511790191000,1,"$mixpanel","4.3.2","python",
"Completed Task","laura",1511805737000,1,"$mixpanel","4.3.2","python",
"Completed Task","laura",1511805738000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511790633000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511792030000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511793138000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511793776000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511794377000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511806315000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511806916000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1511789947000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1511789988000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1511789989000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1511790267000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1511791975000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1511793398000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1511793449000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1511793545000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1511805789000,1,"$mixpanel","4.3.2","python",
"Switched Task","laura",1511790029000,1,"$mixpanel","4.3.2","python",
"Switched Task","laura",1511790247000,1,"$mixpanel","4.3.2","python",
"Switched Task","laura",1511793082000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1511791179000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1511792591000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1511794443000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1511807287000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511846080000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511848443000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511862296000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1511865412000,1,"$mixpanel","4.3.2","python",
"New Task","laura",1511864804000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1511845823000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1511845849000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","laura",1511847917000,1,"$mixpanel","4.3.2","python",
"Switched Task","laura",1511845812000,1,"$mixpanel","4.3.2","python",
"Switched Task","laura",1511845838000,1,"$mixpanel","4.3.2","python",
"Switched Task","laura",1511864810000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1511846151000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1511848819000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1511862295000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1511865411000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","laura",1512069182000,1,"$mixpanel","4.3.2","python",
"Time Finished","laura",1512069181000,1,"$mixpanel","4.3.2","python",
"Completed Task","dgfrancisco",1511366752000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","dgfrancisco",1511367178000,1,"$mixpanel","4.3.2","python",
"New Task","dgfrancisco",1511366304000,1,"$mixpanel","4.3.2","python",
"New Task","dgfrancisco",1511366578000,1,"$mixpanel","4.3.2","python",
"New Task","dgfrancisco",1511366579000,1,"$mixpanel","4.3.2","python",
"New Task","dgfrancisco",1511366579000,1,"$mixpanel","4.3.2","python",
"New Task","dgfrancisco",1511366580000,1,"$mixpanel","4.3.2","python",
"New Task","dgfrancisco",1511366581000,1,"$mixpanel","4.3.2","python",
"Time Finished","dgfrancisco",1511367494000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509878252000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509878499000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509879796000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509880384000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509880980000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509881401000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509882628000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509883872000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509888939000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509889400000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509889665000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509893529000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509894151000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509894153000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509894160000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509894161000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509894167000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509894923000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509894925000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509894983000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509895460000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509895837000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509878014000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882669000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882694000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882755000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882756000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882756000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882757000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882757000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882758000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882758000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882759000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882759000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882760000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509882761000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509894977000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509894978000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509894979000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509894980000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509894981000,1,"$mixpanel","4.3.2","python",
"Restarted Task","socialatomgroup",1509879923000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1510028724000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509381610000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509381616000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509381938000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509381938000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509382255000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509382327000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509382388000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383028000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383029000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383029000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383340000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383476000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383482000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383482000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383488000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383488000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383489000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383854000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","socialatomgroup",1509383865000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509365967000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509381423000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509381439000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509381741000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509381932000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509382059000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509382316000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509382382000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509382443000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509382588000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509382589000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509382710000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509382886000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509383017000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509365363000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509365379000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509365430000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509365660000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509382075000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509382515000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509382515000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509382516000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509382977000,1,"$mixpanel","4.3.2","python",
"Restarted Task","socialatomgroup",1509365414000,1,"$mixpanel","4.3.2","python",
"Restarted Task","socialatomgroup",1509365666000,1,"$mixpanel","4.3.2","python",
"Restarted Task","socialatomgroup",1509382576000,1,"$mixpanel","4.3.2","python",
"Restarted Task","socialatomgroup",1509382582000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509529624000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509531281000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509531286000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509531321000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509531332000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509531437000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509531438000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509531499000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509531670000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509532776000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509547722000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509547787000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509547793000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509547798000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509548019000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509548495000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509550162000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509550598000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509551370000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509549476000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509550036000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509550964000,1,"$mixpanel","4.3.2","python",
"Restarted Task","socialatomgroup",1509550964000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509812907000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509813317000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509813398000,1,"$mixpanel","4.3.2","python",
"Finished Task","socialatomgroup",1509823834000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509812872000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509812903000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509812903000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509812904000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509812904000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509812905000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509812906000,1,"$mixpanel","4.3.2","python",
"New Task","socialatomgroup",1509812906000,1,"$mixpanel","4.3.2","python",
"Completed Task","linamarin",1512476740000,1,"$mixpanel","4.3.2","python",1
"New Task","linamarin",1512476689000,1,"$mixpanel","4.3.2","python",1
"Paused Task","linamarin",1512477170000,1,"$mixpanel","4.3.2","python",1
"Switched Task","linamarin",1512476694000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","linamarin",1512549538000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","linamarin",1512550139000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","linamarin",1512550739000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","linamarin",1512551666000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","linamarin",1512552267000,1,"$mixpanel","4.3.2","python",1
"Paused Task","linamarin",1512551235000,1,"$mixpanel","4.3.2","python",1
"Paused Task","linamarin",1512552377000,1,"$mixpanel","4.3.2","python",1
"Unpaused Task","linamarin",1512549432000,1,"$mixpanel","4.3.2","python",1
"Unpaused Task","linamarin",1512551561000,1,"$mixpanel","4.3.2","python",1
"Time Finished","linamarin",1513065395000,1,"$mixpanel","4.3.2","python",
"Time Finished","linamarin",1513067378000,1,"$mixpanel","4.3.2","python",
"Switched Task","linamarin",1513152729000,1,"$mixpanel","4.3.2","python",
"Switched Task","linamarin",1513152735000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","linamarin",1511773119000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","linamarin",1511773119000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","linamarin",1511773120000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","linamarin",1511773120000,1,"$mixpanel","4.3.2","python",
"Completed Task","linamarin",1511773068000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","linamarin",1511773616000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","linamarin",1511784044000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","linamarin",1511784645000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","linamarin",1511785246000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","linamarin",1511785846000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","linamarin",1511786448000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","linamarin",1511787049000,1,"$mixpanel","4.3.2","python",
"New Task","linamarin",1511773053000,1,"$mixpanel","4.3.2","python",
"New Task","linamarin",1511782938000,1,"$mixpanel","4.3.2","python",
"Switched Task","linamarin",1511773098000,1,"$mixpanel","4.3.2","python",
"Time Finished","linamarin",1511773942000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","linamarin",1511933216000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","linamarin",1511933944000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1513159954000,1,"$mixpanel","4.3.2","python",
"Completed Task","andressarrazola",1513160147000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1513160527000,1,"$mixpanel","4.3.2","python",
"New Task","andressarrazola",1513159928000,1,"$mixpanel","4.3.2","python",
"New Task","andressarrazola",1513159969000,1,"$mixpanel","4.3.2","python",
"New Task","andressarrazola",1513159975000,1,"$mixpanel","4.3.2","python",
"New Task","andressarrazola",1513159990000,1,"$mixpanel","4.3.2","python",
"New Task","andressarrazola",1513159996000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1513161048000,1,"$mixpanel","4.3.2","python",
"Completed Task","andressarrazola",1513343922000,1,"$mixpanel","4.3.2","python",
"Completed Task","andressarrazola",1513343922000,1,"$mixpanel","4.3.2","python",
"Completed Task","andressarrazola",1513343923000,1,"$mixpanel","4.3.2","python",
"Completed Task","andressarrazola",1510693943000,1,"$mixpanel","4.3.2","python",
"New Task","andressarrazola",1510694133000,1,"$mixpanel","4.3.2","python",
"New Task","andressarrazola",1510694134000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510752776000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510752776000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510752776000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510752932000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753013000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753013000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753013000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753199000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753200000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753200000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753200000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753201000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753201000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753552000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753552000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753678000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510753679000,1,"$mixpanel","4.3.2","python",
"Completed Task","andressarrazola",1510753804000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1510752700000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1510753341000,1,"$mixpanel","4.3.2","python",
"New Task","andressarrazola",1510752134000,1,"$mixpanel","4.3.2","python",
"New Task","andressarrazola",1510752134000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1510752735000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1510753012000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1510753194000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1510753678000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1510753799000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510815680000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510815759000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510815830000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510815830000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510815921000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510815966000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510816157000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510816188000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510816188000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510816283000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510816384000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1510816384000,1,"$mixpanel","4.3.2","python",
"Completed Task","andressarrazola",1510820618000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1510815255000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1510815860000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1510816465000,1,"$mixpanel","4.3.2","python",
"Quick Added a Task","andressarrazola",1510816007000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1510816545000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1510929222000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1510929221000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511351817000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511351817000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511351817000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511352003000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511352003000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511352004000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511352009000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511354132000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511354132000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511354132000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511354133000,1,"$mixpanel","4.3.2","python",
"Added 1 Minute","andressarrazola",1511354133000,1,"$mixpanel","4.3.2","python",
"Completed Task","andressarrazola",1511363516000,1,"$mixpanel","4.3.2","python",
"Completed Task","andressarrazola",1511363522000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1511348170000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1511348771000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1511351561000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","andressarrazola",1511354564000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1511351561000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1511351993000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1511352245000,1,"$mixpanel","4.3.2","python",
"Time Finished","andressarrazola",1511354684000,1,"$mixpanel","4.3.2","python",
