"name","distinct_id","time","sampling_factor","dataset","properties.$lib_version","properties.mp_lib","properties.Version"
"Focused 10 Minutes","hernanaracena",1510481438000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510482042000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510504214000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510506146000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510507644000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510508457000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510478725000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510478725000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510478726000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510478727000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510479324000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510479386000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510479590000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510479706000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510479707000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510479707000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510505739000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510506085000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510507163000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510508036000,1,"$mixpanel","4.3.2","python",
"Switched Task","hernanaracena",1510479397000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510478902000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510479168000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510479578000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510479889000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510481824000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510506267000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510507825000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510508633000,1,"$mixpanel","4.3.2","python",
"Completed Task","hernanaracena",1510562238000,1,"$mixpanel","4.3.2","python",
"Completed Task","hernanaracena",1510563169000,1,"$mixpanel","4.3.2","python",
"Completed Task","hernanaracena",1510563806000,1,"$mixpanel","4.3.2","python",
"Completed Task","hernanaracena",1510563813000,1,"$mixpanel","4.3.2","python",
"Completed Task","hernanaracena",1510564182000,1,"$mixpanel","4.3.2","python",
"Completed Task","hernanaracena",1510564487000,1,"$mixpanel","4.3.2","python",
"Completed Task","hernanaracena",1510564754000,1,"$mixpanel","4.3.2","python",
"Completed Task","hernanaracena",1510570222000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510562565000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510563869000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510564469000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510570212000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510570818000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510571419000,1,"$mixpanel","4.3.2","python",
"Focused 10 Minutes","hernanaracena",1510572366000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510562120000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510562141000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510562199000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510562201000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510562202000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510564223000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510564485000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510570035000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510570036000,1,"$mixpanel","4.3.2","python",
"New Task","hernanaracena",1510570041000,1,"$mixpanel","4.3.2","python",
"Switched Task","hernanaracena",1510562148000,1,"$mixpanel","4.3.2","python",
"Switched Task","hernanaracena",1510564503000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510563354000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510570217000,1,"$mixpanel","4.3.2","python",
"Time Finished","hernanaracena",1510572371000,1,"$mixpanel","4.3.2","python",
"Completed Task","hernanaracena",1512386350000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512399126000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512400513000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512385516000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512386140000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512386821000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512391433000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512399545000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512400415000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512412826000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512412829000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512412851000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512413398000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512414168000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512385110000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512385744000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512386348000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512399122000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512400414000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512400484000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512412824000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512412825000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512413770000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512385742000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512386332000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512399124000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512400413000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512400495000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512412813000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512413590000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512475102000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512475103000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512475103000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512475103000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512475104000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512496695000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512496696000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512496698000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512496699000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512496700000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512496701000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512497056000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512497057000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512497059000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512497060000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512497064000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512497067000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500206000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500207000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500328000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500329000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500331000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500332000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500334000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500335000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500683000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500684000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500801000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500802000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500803000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500986000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500988000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500989000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512500991000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512501222000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512501223000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512501224000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512501226000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512501227000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512501229000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512501231000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512501232000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512501234000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503598000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503600000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503603000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503604000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503606000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503878000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503878000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503994000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503995000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503996000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512503997000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512504235000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512504236000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512504356000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512504357000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512504358000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512507581000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512509413000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512509504000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512509530000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512509531000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512464310000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512475796000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512485800000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512492775000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512497416000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512499062000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512504690000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512507449000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512507637000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512509287000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512509652000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512462991000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512463563000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512464164000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512468605000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512469206000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512475259000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512476252000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512477836000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512485822000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512486423000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512487857000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512488728000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512492106000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512492806000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512493407000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512495433000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512496174000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512496772000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512497376000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512498480000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512499158000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512499754000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512500356000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512500954000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512501556000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512502563000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512503632000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512504228000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512504976000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512505750000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512506734000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512507337000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512509120000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512463157000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512468149000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512474735000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512475790000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512476231000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512485794000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512487837000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512492080000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512492407000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512492407000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512492774000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512498373000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512498609000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512499060000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512504687000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512507020000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512507026000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512507448000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512508889000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512509286000,1,"$mixpanel","4.3.2","python",1
"Paused Task","hernanaracena",1512505272000,1,"$mixpanel","4.3.2","python",1
"Switched Task","hernanaracena",1512492785000,1,"$mixpanel","4.3.2","python",1
"Switched Task","hernanaracena",1512495412000,1,"$mixpanel","4.3.2","python",1
"Switched Task","hernanaracena",1512496152000,1,"$mixpanel","4.3.2","python",1
"Switched Task","hernanaracena",1512501963000,1,"$mixpanel","4.3.2","python",1
"Switched Task","hernanaracena",1512507473000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512463157000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512469352000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512475037000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512475405000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512478441000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512486998000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512491975000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512492683000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512493983000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512496011000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512507529000,1,"$mixpanel","4.3.2","python",1
"Unpaused Task","hernanaracena",1512505448000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567409000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567410000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567411000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567411000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567412000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567413000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567414000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567840000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567840000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567846000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512567846000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512563457000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512562460000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512563528000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512567544000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512595199000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512595800000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512562414000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512563457000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512567153000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512595188000,1,"$mixpanel","4.3.2","python",1
"Switched Task","hernanaracena",1512567158000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512562986000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512563759000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512568132000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512596386000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512654026000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512654026000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512654026000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512654027000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512654763000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512654763000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512646758000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512647470000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512648683000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512649902000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512651575000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512652818000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512663233000,1,"$mixpanel","4.3.2","python",1
"Completed Task","hernanaracena",1512663374000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512631836000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512647144000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512647746000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512648347000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512648959000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512649560000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512650168000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512651274000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512651876000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512652477000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512653119000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512653720000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512654824000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512661620000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512661761000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512662469000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512663234000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512663866000,1,"$mixpanel","4.3.2","python",1
"Focused 10 Minutes","hernanaracena",1512679895000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512631826000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512646622000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512647470000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512648683000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512649860000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512649866000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512649902000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512651024000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512651500000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512652818000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512656076000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512661928000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512662691000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512662692000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512663232000,1,"$mixpanel","4.3.2","python",1
"New Task","hernanaracena",1512663410000,1,"$mixpanel","4.3.2","python",1
"Switched Task","hernanaracena",1512648688000,1,"$mixpanel","4.3.2","python",1
"Switched Task","hernanaracena",1512649891000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512648667000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512649886000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512652777000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512654020000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512654262000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512654885000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512661822000,1,"$mixpanel","4.3.2","python",1
"Time Finished","hernanaracena",1512662525000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720458000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720460000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720461000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720462000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720462000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720463000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720464000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720465000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720466000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512720468000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512747099000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512747100000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512747101000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512747256000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512747257000,1,"$mixpanel","4.3.2","python",1
"Added 1 Minute","hernanaracena",1512747257000,1,"$mixpanel","4.3.2","python",1
