"user","time"
"39318","1499375281"
"787","1499376529"
"39514","1499376564"
"39514","1499376615"
"39514","1499376671"
"39248","1499377893"
"39248","1499377905"
"39002","1499377986"
"39002","1499378319"
"39007","1499378406"
"39527","1499378546"
"39007","1499378652"
"39007","1499378720"
"39007","1499378815"
"39007","1499378848"
"39007","1499378895"
"534","1499378927"
"39015","1499380202"
"39015","1499380505"
"39015","1499380744"
"39007","1499381687"
"39403","1499381803"
"38995","1499382359"
"39402","1499382470"
"39007","1499383034"
"39393","1499385289"
"39147","1499385887"
"522","1499386227"
"39147","1499386342"
"39268","1499399819"
"39004","1499422911"
"38971","1499423886"
"38574","1499425087"
"39308","1499428175"
"39308","1499428277"
"38745","1499431164"
"39007","1499431511"
"39007","1499431552"
"38702","1499432576"
"38702","1499432685"
"38702","1499432762"
"38541","1499432882"
"39124","1499433557"
"38695","1499433693"
"39372","1499433762"
"39372","1499433850"
"39124","1499433853"
"39372","1499433875"
"39207","1499434930"
"38971","1499435783"
"38971","1499435868"
"39124","1499435888"
"38655","1499436430"
"38785","1499436449"
"39161","1499437323"
"39455","1499437485"
"39454","1499438379"
"39455","1499438484"
"39455","1499438814"
"38785","1499439929"
"39158","1499440458"
"39158","1499440591"
"38510","1499440754"
"39382","1499440957"
"38510","1499441082"
"39139","1499441128"
"38510","1499441158"
"39450","1499441235"
"38510","1499441240"
"38510","1499441279"
"39139","1499441316"
"38510","1499441369"
"38785","1499441391"
"38510","1499441435"
"38510","1499441475"
"39000","1499441910"
"39000","1499441943"
